symbol,company,industry,exchange,trading_volume_and_chartered_capital
RauQua1,CTCP Xuất nhập khẩu Rau Quả I,Bán buôn hàng tiêu dùng,OTC,1980000
RECO,CTCP Cơ khí Cao su,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,0
REM,CTCP Tu bổ Di tích Trung ương - Vinaremon,"Xây dựng nhà cửa, cao ốc",OTC,1148600
REN,CTCP Xây dựng và Đầu tư KDL Sinh Thái,Dịch vụ ăn uống,OTC,2818032
RES10,CTCP Địa ốc 10,"Xây dựng nhà cửa, cao ốc",OTC,0
RESCO8,CTCP Địa ốc 8,Kho bãi,OTC,0
RESCONHA,CTCP Phát triển và Kinh doanh Nhà,"Xây dựng nhà cửa, cao ốc",Khác,0
RHC,CTCP Thủy điện Ry Ninh II,"Phát, truyền tải và phân phối điện năng",OTC,5120000
RHN,CTCP Đường sắt Hà Ninh,Xây dựng công nghiệp nặng và dân dụng,OTC,1509900
Ricons,CTCP Tập đoàn Đầu tư Xây dựng Ricons,"Xây dựng nhà cửa, cao ốc",OTC,0
RLC,CTCP Đường bộ Lào Cai,Xây dựng công nghiệp nặng và dân dụng,OTC,1138689
RNG,CTCP Quản lý Quỹ Đối tác Toàn cầu,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
ROS,CTCP Xây dựng FLC Faros,Xây dựng công nghiệp nặng và dân dụng,OTC,567598121
RoyalVN,Công ty Tư vấn Kiểm toán Hoàng Gia Việt Nam,Dịch vụ pháp lý,Khác,0
RTH,CTCP Đường sắt Thanh Hóa,Xây dựng công nghiệp nặng và dân dụng,OTC,2085900
RTS,CTCP Thông tin Tín hiệu Đường sắt Đà Nẵng,Hỗ trợ vận tải,OTC,1083333
RUID,CTCP Đầu tư Phát triển Hạ tầng và Đô thị Đường sắt,Vận tải đường sắt,OTC,0
RUSCO,CTCP Kho vận và Dịch vụ Hàng hóa Cao su,Kho bãi,OTC,0
S33,CTCP Mía đường 333,Sản xuất thực phẩm,OTC,8331409
S64,CTCP Sông Đà 6.04,"Xây dựng nhà cửa, cao ốc",OTC,2000000
S91,CTCP Sông Đà 9.01,Xây dựng công nghiệp nặng và dân dụng,OTC,2940000
SAAC,Công ty TNHH Kế toán và Kiểm toán Phương Nam,Dịch vụ pháp lý,Khác,0
SabecoMienDong,CTCP Thương mại Sabeco Miền Đông,Sản xuất thực phẩm,OTC,0
SabecoNTB,CTCP Thương mại Bia Sài Gòn Nam Trung Bộ,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0
SabecoSongHau,CTCP Thương mại Sabeco Sông Hậu,Sản xuất thực phẩm,OTC,0
SabecoTayNguyen,CTCP Thương mại Bia Sài Gòn Tây Nguyên,Sản xuất thực phẩm,OTC,0
Sabibeco,CTCP Tập đoàn Bia Sài Gòn - Bình Tây,Sản xuất thực phẩm,OTC,56576236
SachBinhDuong,CTCP Sách - Thiết bị Giáo dục Bình Dương,Công nghiệp xuất bản - Ngoại trừ internet,OTC,1000000
SachHoaBinh,CTCP Sách và Thiết bị Trường học Hòa Bình,Sản xuất giấy,OTC,1000000
SachThanhHoa,CTCP Sách và Thiết bị Trường học Thanh Hóa,Công nghiệp xuất bản - Ngoại trừ internet,OTC,1050000
Sadaco,CTCP Phát triển Sản xuất Thương mại Sài Gòn,"Sản xuất các sản phẩm điện tử, vi tính",OTC,0
SAGEL,CTCP Điện tử và Dịch vụ Công nghiệp Sài Gòn,"Sản xuất trang thiết bị, dụng cụ điện",OTC,0
SAGRI,Tổng Công ty Nông nghiệp Sài Gòn - TNHH MTV,Hoạt động hỗ trợ cho nông lâm nghiệp,Khác,0
Saicom,CTCP Đầu Tư và Xây dựng Bưu Chính Viễn Thông,Viễn thông,OTC,0
SAIGON5,CTCP Phát triển địa ốc Sài Gòn 5,"Xây dựng nhà cửa, cao ốc",OTC,0
SaiGonAir,CTCP Sài Gòn Sân Bay,Vận tải đường bộ,OTC,0
SaiGonART,CTCP Mỹ thuật Sài Gòn,Bán lẻ hàng hóa khác,OTC,0
SaiGonAuditing,Công ty TNHH Kiểm toán - Thuế - Tư vấn Sài Gòn,Dịch vụ pháp lý,Khác,0
SaiGonCapital,CTCP Quản lý Quỹ Sài Gòn,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,4380000
SAIGONIPD,Công ty TNHH MTV Phát triển Khu Công nghiệp Sài Gòn,Kho bãi,Khác,0
SaiGonNinhChu,CTCP Du lịch Sài Gòn Ninh Chữ,Dịch vụ quản lý và tái chế chất thải,OTC,6900000
Saigontourist,Tổng Công ty Du lịch Sài Gòn - Công ty TNHH MTV,Dịch vụ hành chính và hỗ trợ,OTC,0
SaiGonXanh,CTCP Đầu tư Phát triển Địa Ốc Sài Gòn Xanh,"Xây dựng nhà cửa, cao ốc",OTC,30000000
SAMCO,Tổng Công ty Cơ Khí Giao thông Vận tải Sài Gòn TNHH MTV,Sản xuất phương tiện vận tải,Khác,0
SamSet,CTCP Vận tải và Dịch vụ Hàng Hải Cảng Sài Gòn,Hỗ trợ vận tải,OTC,0
SanglapAchau,Công ty TNHH Kiểm toán Tư vấn Sáng lập Á Châu,Dịch vụ pháp lý,Khác,0
SaoViet,Công ty TNHH Kiểm toán Sao Việt,Dịch vụ pháp lý,Khác,0
Sapasco,CTCP Bao bì và Dịch vụ Sam Thịnh,Sản xuất giấy,OTC,0
SATICO,Công ty TNHH MTV Satra Tiền Giang,Hoạt động hỗ trợ cho nông lâm nghiệp,Khác,0
SATRA,Tổng Công ty Thương mại Sài Gòn TNHH MTV,Bán buôn hàng tiêu dùng,Khác,0
SatraTayNam,Công ty TNHH MTV Satra Tây Nam,Bán buôn hàng tiêu dùng,Khác,0
SBBS,CTCP Chứng khoán Saigonbank Berjaya,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,30000000
SBC,CTCP Vận tải và Giao nhận Bia Sài Gòn,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,OTC,8000000
SBF,CTCP Quản lý Quỹ Sabeco,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
SBF1,Quỹ đầu tư Sabeco 1,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
SBG,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,"Sản xuất thiết bị, máy móc",OTC,15000000
SCA,CTCP Nông nghiệp Sông Con,Trồng trọt,OTC,2076000
SCB,Ngân hàng TMCP Sài Gòn,Trung gian tín dụng và các hoạt động liên quan,OTC,0
SCCV,CTCP Than Miền Nam - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),OTC,0
SCFC,CTCP Lương thực Nam Trung Bộ,Bán buôn hàng tiêu dùng,OTC,0
SCH,CTCP Thủy điện Sông Chảy 5,"Nước, chất thải và các hệ thống khác",OTC,15000000
SCIC,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
SCJSC,CTCP Sài Gòn - Cam Ranh,Chăn nuôi,OTC,0
SCV,CTCP Muối Việt Nam,Sản xuất thực phẩm,OTC,1279392
SDBP,CTCP Sông Đà Bình Phước,"Xây dựng nhà cửa, cao ốc",OTC,7000000
SDE,CTCP Kỹ thuật Điện Sông Đà,Xây dựng công nghiệp nặng và dân dụng,OTC,1751092
SDF,Công ty Tài chính Cổ phần Sông Đà,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,68600000
SDH,CTCP Xây dựng Hạ tầng Sông Đà,"Xây dựng nhà cửa, cao ốc",OTC,20950000
SDI,CTCP Đầu Tư và Phát triển Đô Thị Sài Đồng,Phát triển bất động sản,Khác,119995800
SDL,CTCP Sông Đà - Hoàng Long,"Xây dựng nhà cửa, cao ốc",OTC,0
SDNT,CTCP Sông Đà - Nha Trang,"Xây dựng nhà cửa, cao ốc",OTC,0
SDS,CTCP Xây lắp và Đầu tư Sông Đà,"Xây dựng nhà cửa, cao ốc",OTC,0
SeafoodF17,CTCP Nha Trang Seafoods - F17,Sản xuất thực phẩm,OTC,0
SeASecurities,CTCP Chứng khoán Asean,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,50000000
SEC,CTCP Mía đường - Nhiệt điện Gia Lai,Sản xuất thực phẩm,OTC,38999876
SEL,CTCP Sông Đà 11 Thăng Long,"Xây dựng nhà cửa, cao ốc",OTC,5000000
Serrano,CTCP Serrano Việt Nam,Sản xuất các sản phẩm gỗ,OTC,5300000
SFA1,Quỹ đầu tư Chứng khoán Sài Gòn A1,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
SFA2,Quỹ đầu tư Chứng khoán Sài Gòn A2,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
SFT,CTCP Softech,Công nghiệp xuất bản - Ngoại trừ internet,OTC,3000000
SGAudit,Công ty TNHH Kiểm toán và Tin học Sài Gòn,Dịch vụ pháp lý,Khác,0
SGCLInresco,CTCP Đầu tư và Địa ốc Sài Gòn Chợ Lớn,"Xây dựng nhà cửa, cao ốc",OTC,0
SGDiamond,CTCP Sài Gòn Kim Cương,Chăn nuôi,OTC,0
SGIC,CTCP Quản lý Quỹ đầu tư SGI,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
SGNAudit,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán SGN,Dịch vụ pháp lý,Khác,0
SGO,CTCP Dầu thực vật Sài Gòn,Sản xuất thực phẩm,OTC,20000000
SGPC,CTCP Giấy Sài Gòn,Sản xuất giấy,OTC,0
SHBFinance,Công ty TNHH MTV Ngân hàng TMCP Sài Gòn - Hà Nội,Trung gian tín dụng và các hoạt động liên quan,Khác,0
SHBS,CTCP Chứng khoán SHB,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,15000000
SHF,CTCP Quản lý Quỹ đầu tư Sài Gòn - Hà Nội,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
SHINEC,CTCP Công nghiệp Tàu thủy Shinec,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,1500000
Shinhan,Ngân hàng TNHH MTV Shinhan Việt Nam,Trung gian tín dụng và các hoạt động liên quan,Khác,0
ShinhanFi,Công ty Tài chính TNHH MTV Shinhan Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
Shinhanvina,Ngân hàng Liên doanh Shinhanvina,Trung gian tín dụng và các hoạt động liên quan,Khác,0
SHL,CTCP Đầu tư Sông Hồng - Thăng Long,Bất động sản,OTC,3000000
SHV,CTCP Hải Việt,Sản xuất thực phẩm,OTC,6263720
SHX,CTCP Sài Gòn Hỏa xa,Vận tải đường sắt,OTC,1720000
SIC,CTCP ANI,Bất động sản,OTC,23999270
Sihanoukville,Tập đoàn Quản Lý Cảng Biển Sihanoukville Autonomous Port,Vận tải đường thủy,Campuchia,0
SJCG,Công ty TNHH MTV Vàng bạc Đá quý Sài Gòn - SJC,Sản xuất sản phẩm kim loại tổng hợp,OTC,0
SJCS,CTCP Chứng khoán ASAM,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
SKS,CTCP Công trình Giao thông Sông Đà,"Xây dựng nhà cửa, cao ốc",OTC,4500000
SLC,CTCP Dịch vụ Xuất khẩu Lao động và Chuyên gia,Dịch vụ hành chính và hỗ trợ,OTC,9200000
SLD,CTCP Địa ốc Sacom,Bất động sản,OTC,0
Smartlink,CTCP Dịch vụ Thẻ Smartlink,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
SME,CTCP Chứng khoán SME,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,22500000
SMEC,CTCP Quản lý Quỹ Amber,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,7000000
SMVC,CTCP Seoul Metal Việt Nam,Sản xuất sản phẩm kim loại tổng hợp,OTC,0
SNG,CTCP Sông Đà 10.1,"Xây dựng nhà cửa, cao ốc",OTC,4663060
SocTrang,CTCP Thủy sản Sóc Trăng,Quản trị doanh nghiệp,OTC,0
SoiTraLy,CTCP Sợi Trà Lý,"Sản xuất sợi, vải",OTC,0
SON,CTCP Cung ứng Nhân lực Quốc tế và Thương mại,Dịch vụ hành chính và hỗ trợ,OTC,9729930
Sonacon,CTCP Xây lắp Sonacons,"Xây dựng nhà cửa, cao ốc",OTC,0
SonBachTuyet,CTCP Sơn Bạch Tuyết,"Sản xuất hóa chất, dược phẩm",OTC,0
SonChatDeo,CTCP Sơn - Chất Dẻo,"Sản xuất hóa chất, dược phẩm",OTC,0
SongDa,CTCP Vật liệu Xây dựng Sông Đà,Quản trị doanh nghiệp,OTC,0
SongDa109,CTCP Sông Đà 10.9,"Xây dựng nhà cửa, cao ốc",OTC,1550000
SongDa17,CTCP Sông Đà 17,"Xây dựng nhà cửa, cao ốc",OTC,0
SongDaHoangLien,CTCP Thủy điện Sông Đà - Hoàng Liên,"Xây dựng nhà cửa, cao ốc",OTC,0
SongHau,CTCP Chế biến Thực phẩm Sông Hậu,Sản xuất thực phẩm,OTC,0
SongHong,CTCP Năng lượng Sông Hồng,"Xây dựng nhà cửa, cao ốc",OTC,0
SonlaUrenco,CTCP Môi trường và Dịch vụ Đô thị Sơn La,"Nước, chất thải và các hệ thống khác",Khác,0
SonTra,CTCP Đầu tư Phong Phú Sơn Trà,"Sản xuất sợi, vải",OTC,0
SOSAL,CTCP Tập đoàn Muối Miền Nam,Sản xuất thực phẩm,OTC,0
SOV,CTCP Mắt kính Sài Gòn,"Cửa hàng bán sản phẩm chăm sóc sức khỏe, thân thể",OTC,1914900
Sovico,CTCP Sovico,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
SPA,CTCP Bao bì Sài Gòn,Sản xuất các sản phẩm nhựa và cao su,OTC,8500000
SPP,CTCP Bao bì Nhựa Sài Gòn,Sản xuất các sản phẩm nhựa và cao su,OTC,25120000
SPS,CTCP Dịch vụ Dầu khí Sài Gòn,Dịch vụ hành chính và hỗ trợ,OTC,0
SPT,CTCP Dịch vụ Bưu chính Viễn thông Sài Gòn,Viễn thông,OTC,0
SPTAudit,Công ty TNHH Định giá và Kiểm toán SPT,Dịch vụ pháp lý,Khác,0
SSAudit,Công ty TNHH Tư vấn - Kiểm toán S&S,Dịch vụ pháp lý,Khác,0
SSGGroup,CTCP Tập đoàn S.S.G,Bất động sản,OTC,55000000
SSIAM,Công ty TNHH Quản lý Quỹ SSI,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,9800000
SSIIMF,Quỹ đầu tư Thành viên SSI,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
SSISCA,Quỹ đầu tư Lợi thế Cạnh tranh Bền vững SSI,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,11192242
SSIVF,Quỹ Tầm Nhìn SSI,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
SSS,CTCP Sông Đà 6.06,"Xây dựng nhà cửa, cao ốc",OTC,2500000
SST,CTCP Thương mại Bia Sài Gòn Sông Tiền,Sản xuất đồ uống và thuốc lá,OTC,4000000
SSU,CTCP Môi trường Đô thị Sóc Sơn,"Nước, chất thải và các hệ thống khác",OTC,2500000
SSV,Công Ty TNHH Chứng Khoán Shinhan Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
StandardAudit,Công ty TNHH Kiểm toán Tiêu Chuẩn,Dịch vụ pháp lý,Khác,0
StandardChartered,Ngân hàng TNHH MTV Standard Chartered Việt Nam,Trung gian tín dụng và các hoạt động liên quan,Khác,0
STD,CTCP Bia - Nước giải khát Sài Gòn - Tây Đô,Sản xuất đồ uống và thuốc lá,OTC,20000000
STI,CTCP Đầu tư Sài Gòn Thương Tín,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,37500000
STJ,CTCP Vận tải Sonadezi,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,OTC,4200000
STSC,CTCP Chứng khoán STSC,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,31871000
STU,CTCP Môi Trường và Công trình Đô Thị Sơn Tây,Dịch vụ quản lý và tái chế chất thải,OTC,1876000
STV,CTCP Chế tác Đá Việt Nam,Sản xuất sản phẩm khoáng chất phi kim,OTC,11000000
SUM,CTCP Đo đạc và Khoáng sản,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,2380000
SunCapital,CTCP Quản lý Quỹ đầu tư Chứng khoán Thái Dương,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
SunCo,CTCP Xây dựng Thương mại Thái Dương,"Xây dựng nhà cửa, cao ốc",OTC,0
SunGroup,CTCP Tập đoàn Mặt trời - Sun Group,"Xây dựng nhà cửa, cao ốc",OTC,0
SunLifeVN,Công ty TNHH Bảo hiểm nhân thọ Sun Life Việt Nam,Bảo hiểm và các hoạt động liên quan,Khác,0
SUNSHINE,CTCP Tập đoàn SUNSHINE,Bất động sản,OTC,0
SuThanhHa,CTCP Gốm sứ Thanh Hà,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
SVJ,CTCP Santomas Việt Nam,"Sản xuất thiết bị, máy móc",OTC,14515192
SVL,CTCP Nhân lực Quốc tế Sovilaco,Quản lý các chương trình nguồn nhân lực,OTC,3270858
SVS,CTCP Chứng khoán Sao Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
SZA,CTCP Sonadezi An Bình,"Xây dựng nhà cửa, cao ốc",OTC,0
T12,CTCP Thương mại Dịch vụ Tràng Thi,Bán buôn hàng lâu bền,OTC,54000000
TAC,CTCP Dầu thực vật Tường An,Sản xuất thực phẩm,OTC,33879648
TAFiCO,CTCP Xi măng Fico Tây Ninh,Chăn nuôi,OTC,0
TAFM,CTCP Quản lý Quỹ Đầu tư Pacific Bridge,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
TAG,CTCP Thế Giới Số Trần Anh,Cửa hàng thiết bị điện tử gia đình,OTC,24914991
TAHUE,CTCP Thuận An,Chăn nuôi,OTC,0
TaiChinhBIDV,CTCP Đầu tư Tài chính BIDV,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
TamViet,Công ty TNHH Kiểm toán Tâm Việt,Dịch vụ pháp lý,Khác,0
TanHung,CTCP Đầu tư Tấn Hưng,"Xây dựng nhà cửa, cao ốc",OTC,50000000
TANISUGAR,CTCP Mía đường Tây Ninh,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,0
TanLam,CTCP Nông sản Tân Lâm,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,1100000
TanMai,CTCP Tập đoàn Tân Mai,Sản xuất giấy,OTC,78074927
TanManh,Công ty TNHH Thiết kế Kiến trúc Xây dựng Tấn Mạnh,"Xây dựng nhà cửa, cao ốc",Khác,0
TanPhat,CTCP Tấn Phát,"Xây dựng nhà cửa, cao ốc",OTC,12000000
TanTan,CTCP Tân Tân,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0
TanThanhMy,CTCP Tân Thành Mỹ,Hỗ trợ vận tải,OTC,2900000
TanTien,CTCP Dệt Tân Tiến,"Sản xuất sợi, vải",OTC,9671100
TAP,CTCP Đô thị Tân An,"Nước, chất thải và các hệ thống khác",OTC,1416700
TAPIOCA,CTCP Khoai Mì Nước Trong,Hoạt động hỗ trợ cho nông lâm nghiệp,OTC,0
TapPham,CTCP Xuất nhập khẩu Tạp Phẩm,Bán buôn hàng tiêu dùng,OTC,0
TapPhamSG,CTCP Đầu tư và Thương mại Tạp phẩm Sài Gòn,Bán buôn hàng tiêu dùng,OTC,0
TARCO,CTCP Đăng kiểm Xe cơ giới Tây Ninh,Hỗ trợ vận tải,OTC,0
TARUCO,Công ty TNHH MTV Cao su 1-5 Tây Ninh,Chăn nuôi,Khác,0
TAS,CTCP Chứng khoán Tràng An,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,13900000
TauBienHP,CTCP Cung ứng Tàu biển Hải Phòng,Hỗ trợ vận tải,OTC,0
TauCuoc,CTCP Tàu Cuốc,"Xây dựng nhà cửa, cao ốc",OTC,0
TayHo,CTCP Đầu Tư và Xây dựng Tây Hồ,"Xây dựng nhà cửa, cao ốc",OTC,9000000
TayHoHousing,CTCP Đầu tư Phát triển Nhà và Xây dựng Tây Hồ,"Xây dựng nhà cửa, cao ốc",OTC,0
TayHoQP,CTCP Đầu Tư và Xây lắp Tây Hồ,"Xây dựng nhà cửa, cao ốc",OTC,0
TayNinh,CTCP Đo đạc Địa chính Tây Ninh,Hành chính công,OTC,0
TBN,CTCP Thoát nước và Xử lý Nước thải Bắc Ninh,"Nước, chất thải và các hệ thống khác",OTC,4417592
TCBS,CTCP Chứng khoán Kỹ thương,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,30000000
TCS,CTCP Than Cao Sơn - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),Khác,26846773
TCVN,Công ty TNHH Tư vấn Đầu tư Chứng khoán TC Capital Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
TDA,CTCP Đầu tư Xây lắp và Vật liệu Xây dựng Đông Anh,Sản xuất sản phẩm khoáng chất phi kim,OTC,2950000
TDAuditing,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán Thanh Đức,Dịch vụ pháp lý,Khác,0
TDCorp,CTCP Phát triển Kỹ thuật Xây dựng,"Xây dựng nhà cửa, cao ốc",OTC,2500000
TDI,CTCP Tập đoàn TDI,Nhà thầu chuyên môn,OTC,3000000
